"Variables","VIF"
"Habitat",1.13435036733456
"Mangrove_Dist",1.40700042477301
"Depth",3.77377344155208
"Slope",1.66473759270885
"Curvature",1.14923368177751
"BPI_Fine",1.18003142733025
"BPI_Broad",2.49459858858299
"Rugosity",1.34904825683512
"Sum_Temp",1.16073677861698
"Sum_Sal",1.86272545527969
"Win_Sal",2.5198304627723
