"SPECIES_CD","LIFE_STAGE","PRES","N","SOURCE","LON_M","LAT_M","Habitat","Mangrove_Dist","Depth","SD_Depth","Slope","Curvature","Plan_Curve","BPI_Fine","BPI_Broad","Rugosity","Mean_Sum_Temp","Mean_Sum_DO","Mean_Sum_Sal","Mean_Win_Temp","Mean_Win_DO","Mean_Win_Sal"
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",271213.114272853,87775.7303674246,"4",7719.58544921875,-9.35172176361084,0.0205974094569683,0.267643600702286,-0.111881300806999,-0.0318884290754795,-13,-7,1.00000298023224,30.1460800170898,6.18449306488037,35.5774154663086,23.6139163970947,6.88690137863159,36.4426002502441
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",271789.302451101,91150.8109917414,"8",6896.61474609375,-6.5902247428894,0.423708707094193,5.85966682434082,0.410991698503494,0.0894499123096466,-13,-7,1.0002019405365,30.3064346313477,6.15629482269287,35.6864738464355,23.5426998138428,6.88611078262329,36.4491195678711
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",272094.674800804,91745.0866623083,"8",6955.15771484375,-5.3117880821228,0.281367599964142,3.9214129447937,-0.685976028442383,-0.197069302201271,-13,48,1.00012397766113,30.325216293335,6.1519718170166,35.6760215759277,23.5436134338379,6.88925743103027,36.4331893920898
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",272113.536252351,91800.5754819525,"8",6952.3759765625,-4.41506767272949,0.177378997206688,2.38889098167419,0.777730882167816,0.240370005369186,402,104,1.00013101100922,30.3272380828857,6.15145874023438,35.6741638183594,23.5428485870361,6.88973712921143,36.4310035705566
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",272890.155721692,92120.4363605544,"1",7594.82763671875,-5.64185619354248,0.387822091579437,5.25793123245239,-0.79644387960434,0.450948685407639,402,48,1.00083994865417,30.3175411224365,6.15461111068726,35.621524810791,23.6063079833984,6.89016342163086,36.4352035522461
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",272845.678084677,92142.3532986591,"3",7541.54345703125,-5.40546274185181,0.371571511030197,5.16815280914307,0.820222914218903,0.496485203504562,402,48,1.00011003017426,30.3198947906494,6.15402317047119,35.6237716674805,23.6006145477295,6.89058923721313,36.4336318969727
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",267254.22256334,80731.3278718974,"4",8575.1337890625,-4.57260894775391,0.123311996459961,1.72701001167297,0.211090102791786,-0.0546975918114185,402,271,1.00003004074097,29.9465065002441,6.20569658279419,35.6922645568848,23.5306720733643,6.91680812835693,36.3277969360352
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",267217.784383163,80754.4110584164,"4",8532.7080078125,-4.37829065322876,0.100592501461506,1.3568149805069,0.428831100463867,0.0995954275131226,402,271,1.00004303455353,29.9490184783936,6.20561647415161,35.6901092529297,23.5296306610107,6.91692972183228,36.3317794799805
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",266986.762004526,80951.5619499805,"4",8223.6513671875,-5.80020904541016,0.0105696003884077,0.141048401594162,-0.00785636901855469,-0.00280270492658019,-13,48,1,29.9672698974609,6.20494556427002,35.675365447998,23.5212898254395,6.91770124435425,36.3594017028809
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",266943.310986526,80964.6416938117,"4",8188.29638671875,-5.70304918289185,0.0220391098409891,0.306140393018723,0.0400066412985325,-0.0047049350105226,-13,48,1.00000095367432,29.97021484375,6.20471334457397,35.6716156005859,23.5209884643555,6.9179744720459,36.3626708984375
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",279660.949278211,104672.192394282,"4",7485.9814453125,-6.42202806472778,0.129083096981049,1.81807398796082,-0.225440993905067,-0.15819239616394,-13,104,1.00001895427704,30.3746662139893,6.15806436538696,35.562084197998,23.5931415557861,6.90314245223999,36.4211463928223
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",279660.949278211,104672.192394282,"4",7485.9814453125,-6.42202806472778,0.129083096981049,1.81807398796082,-0.225440993905067,-0.15819239616394,-13,104,1.00001895427704,30.3746662139893,6.15806436538696,35.562084197998,23.5931415557861,6.90314245223999,36.4211463928223
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",265351.009548149,77191.709404589,"8",10450.0224609375,-14.7654657363892,0.116388902068138,1.52501797676086,-0.687820374965668,-0.20935820043087,402,-173,1.00010001659393,30.0154724121094,6.18201971054077,35.5390281677246,23.7855453491211,6.92368602752686,36.182445526123
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",265385.191473592,77219.5663728623,"8",10434.5205078125,-15.3438453674316,0.163826406002045,2.26455807685852,0.0771446228027344,-0.196996301412582,-13,-229,1.00007295608521,30.0142803192139,6.18213224411011,35.5378837585449,23.7831497192383,6.92413949966431,36.1823959350586
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",266064.168435766,78317.2801225856,"6",9700.0986328125,-8.10119342803955,0.251548290252686,3.30974793434143,-1.18676602840424,-0.276100605726242,-13,48,1.000373005867,29.9915714263916,6.18776655197144,35.518970489502,23.7050342559814,6.92916774749756,36.2298965454102
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",266086.359358748,78319.6029420813,"6",9703.3828125,-6.88699388504028,0.308692514896393,4.30097198486328,0.281749695539474,0.247669205069542,402,104,1.00005304813385,29.9907264709473,6.18781280517578,35.5188522338867,23.7043647766113,6.92932891845703,36.2287750244141
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",274221.758578447,88650.333214116,"8",10362.1484375,-13.0999622344971,0.157235994935036,2.14724111557007,0.193500503897667,-0.0259253401309252,-13,-7,1.00009202957153,30.1279754638672,6.17803049087524,35.5206527709961,23.8692207336426,6.86905670166016,36.3490295410156
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",274191.433628642,88663.4610889484,"8",10325.935546875,-11.6217079162598,0.21766009926796,3.01620888710022,-0.078125,-0.100177101790905,402,-7,1.00010395050049,30.1288452148438,6.17818546295166,35.5212249755859,23.8669891357422,6.86886930465698,36.3518867492676
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",274134.473436666,88752.8803241863,"8",10235.7275390625,-10.8956832885742,0.0875279232859612,1.1219630241394,0.0543670691549778,0.084927961230278,-13,48,1.00004005432129,30.1325092315674,6.1784782409668,35.5232200622559,23.8635635375977,6.86768817901611,36.3592681884766
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",275113.176177451,90119.7092827996,"8",10648.2548828125,-9.0715856552124,0.121586203575134,1.55998301506042,0.441261291503906,0.266528606414795,402,104,1.00018799304962,30.1718616485596,6.17275714874268,35.5226097106934,23.9292945861816,6.85766696929932,36.339771270752
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",282720.889082659,103381.134328771,"5",10946.1494140625,-25.5758209228516,0.139084294438362,1.91613900661469,0.631256103515625,0.312536597251892,-13,-507,1.00006294250488,30.2875709533691,6.15506458282471,35.64013671875,23.882776260376,6.87559175491333,36.2286376953125
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",282703.879541989,103362.197383508,"5",10939.43359375,-25.6534481048584,0.156977698206902,2.18401908874512,0.342727690935135,0.190106004476547,-13,-507,1.00003695487976,30.2872982025146,6.1552414894104,35.6410598754883,23.8828163146973,6.87528133392334,36.2299461364746
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",282715.533894731,103433.168993035,"5",10920.4384765625,-24.2639350891113,0.144643306732178,1.99466097354889,-0.652938783168793,-0.329183787107468,-13,-452,1.00006604194641,30.2880516052246,6.15518426895142,35.6399040222168,23.880765914917,6.87566995620728,36.2300071716309
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",282743.698543552,103439.988223417,"5",10946.296875,-24.8294849395752,0.151878505945206,2.09689593315125,-0.0212936401367188,0.0237285308539867,-13,-452,1.00006902217865,30.2883205413818,6.15479135513306,35.6382789611816,23.8817386627197,6.87621593475342,36.2269020080566
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",268202.42707676,82601.4870857513,"6",7969.240234375,-6.81552648544312,0.0641354471445084,0.887462377548218,-0.0671710968017578,-0.0290277302265167,-13,48,1.00000298023224,29.9276752471924,6.21860647201538,35.8777770996094,23.4364986419678,6.89374017715454,36.3969535827637
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",268191.257690984,82615.8320132224,"6",7948.02734375,-6.52853536605835,0.0547804310917854,0.73117607831955,-0.265695601701736,-0.115060202777386,-13,48,1.00001096725464,29.9295330047607,6.2184362411499,35.8746681213379,23.4364700317383,6.8938627243042,36.3983268737793
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",268671.065015461,84300.9195509171,"5",7299.291015625,-6.28274059295654,0.00307013397105038,0.0268589202314615,0.0511207617819309,0.0373985506594181,-13,48,1.00000095367432,30.0105876922607,6.2089958190918,35.7607917785645,23.457498550415,6.88578844070435,36.4207878112793
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",268614.414537106,84332.759116477,"5",7231.86474609375,-6.66631364822388,0.011731400154531,0.154444098472595,-0.0216159801930189,0.00557795818895102,-13,-7,1.00000095367432,30.0154438018799,6.20839405059814,35.7545127868652,23.4556560516357,6.88618993759155,36.4225540161133
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",269420.261196855,83569.1646720095,"8",8351.6669921875,-9.25836563110352,0.0184467807412148,0.249805599451065,-0.0851669311523438,-0.0118919098749757,-13,159,1.00000202655792,29.9285411834717,6.21720743179321,35.8681716918945,23.4735317230225,6.88297080993652,36.3731536865234
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",269417.003562554,83614.5661129298,"8",8333.02734375,-9.07099151611328,0.0623998008668423,0.868427813053131,0.0170173607766628,0.0536827705800533,-13,159,1.00001299381256,29.9316921234131,6.21686506271362,35.8626480102539,23.4747428894043,6.8828911781311,36.3748092651367
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",275564.830236913,91403.9153205742,"1",10565.990234375,-14.2872638702393,0.12444169819355,1.70817601680756,0.0944976806640625,0.0639761686325073,402,-7,1.00004100799561,30.2274131774902,6.16247320175171,35.5174980163574,23.8692226409912,6.88297748565674,36.3735160827637
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",275558.0068175,91361.7816502218,"1",10579.6298828125,-15.3929567337036,0.318159490823746,4.43039798736572,-0.744434416294098,-0.301257789134979,-13,-62,1.00009596347809,30.2255039215088,6.16273212432861,35.5176010131836,23.8717021942139,6.88221073150635,36.3718070983887
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",273686.652535423,91185.337978961,"6",8777.1171875,-5.89788770675659,0.0103109199553728,0.125793904066086,-0.0228805504739285,-0.00458534108474851,402,271,1.00000095367432,30.2495231628418,6.16732120513916,35.580192565918,23.7418785095215,6.87453985214233,36.442253112793
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",273684.473903699,91215.2361538737,"6",8764.6904296875,-7.09998750686646,0.203794598579407,2.80331802368164,-0.664348602294922,-0.0971424281597137,-13,215,1.00011098384857,30.2509956359863,6.16707181930542,35.5804100036621,23.740026473999,6.87493324279785,36.4425010681152
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",272385.989076294,86830.3453513421,"8",9281.017578125,-11.1512279510498,0.0738345235586166,1.00500202178955,0.191047698259354,-0.0583141297101974,-13,215,1.00002300739288,30.0734901428223,6.1887526512146,35.5507049560547,23.7088279724121,6.89040040969849,36.3779067993164
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",272349.575430397,86850.0916031705,"8",9237.732421875,-10.2087459564209,0.105983898043633,1.43994700908661,-0.298202514648438,-0.0305413603782654,-13,215,1.00004196166992,30.0748596191406,6.18883943557739,35.5514755249023,23.7063884735107,6.89013051986694,36.3805694580078
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",283072.44716572,104858.905208515,"8",10688.11328125,-13.1809024810791,0.0272238105535507,0.370286405086517,0.0815467834472656,0.00373478792607784,-13,104,1.00000500679016,30.3135967254639,6.14885377883911,35.5846633911133,23.8381900787354,6.89095449447632,36.2108001708984
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",283100.526913453,104879.018625848,"8",10704.8291015625,-12.9773635864258,0.0171752404421568,0.239772394299507,0.0256156902760267,-0.00232253805734217,402,104,1,30.3139533996582,6.14855718612671,35.5832862854004,23.8386840820312,6.89129686355591,36.2085494995117
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",283130.968580393,104842.647779048,"8",10751.3974609375,-13.136344909668,0.11752799898386,1.61095595359802,0.343456298112869,-0.0830205529928207,402,104,1.00006699562073,30.3130970001221,6.14836502075195,35.5838432312012,23.8421115875244,6.89129972457886,36.2052307128906
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",283135.092905627,104827.163661935,"8",10762.611328125,-13.4912843704224,0.15785950422287,2.19627499580383,-0.53155517578125,-0.13058890402317,402,104,1.00006604194641,30.3127899169922,6.14835262298584,35.5842170715332,23.8430461883545,6.89124870300293,36.2045860290527
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",269627.95370956,82605.3679291363,"8",9128.392578125,-21.7205619812012,0.204685002565384,2.81824803352356,-0.264938414096832,0.116568900644779,-13,-229,1.00013601779938,29.8567523956299,6.22289228439331,35.9879531860352,23.4562835693359,6.88414144515991,36.3084754943848
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",269601.446453642,82659.5126535469,"8",9060.966796875,-18.7869701385498,0.24072240293026,3.32991194725037,-0.65304571390152,-0.184118494391441,-13,-118,1.00013494491577,29.8607330322266,6.22276401519775,35.9829444885254,23.4560565948486,6.88399934768677,36.314582824707
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",273537.708539368,87590.9105961438,"8",10121.21484375,-21.9028053283691,0.0799577906727791,1.11461496353149,0.138938903808594,0.0928167104721069,-13,-285,1.00000703334808,30.0955905914307,6.18148374557495,35.5215835571289,23.801061630249,6.8849401473999,36.3491096496582
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",273562.062048351,87563.3479123169,"8",10158.6416015625,-22.668981552124,0.0858950912952423,1.19778203964233,-0.165000900626183,-0.106717303395271,-13,-340,1.00000894069672,30.0941905975342,6.18134546279907,35.5211601257324,23.8026027679443,6.88536500930786,36.3457412719727
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",273871.35104893,89666.4710633262,"8",9591.7216796875,-4.76279592514038,0.0689330324530602,0.95275890827179,0.320482313632965,0.178119599819183,402,326,1.00001704692841,30.1726322174072,6.17770862579346,35.546947479248,23.8358116149902,6.86074256896973,36.4055824279785
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",273871.182541428,89697.4878685417,"8",9579.2958984375,-4.44835948944092,0.0986533835530281,1.36987197399139,0.391368895769119,0.162000596523285,819,326,1.00002694129944,30.1739196777344,6.17759799957275,35.5476112365723,23.8351249694824,6.86068487167358,36.406364440918
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",274564.960500161,90245.1936554372,"8",10046.4775390625,-3.57074499130249,0.0472712889313698,0.651764810085297,0.13544850051403,0.0840152725577354,402,438,1.00000703334808,30.183614730835,6.17480325698853,35.5362854003906,23.8863964080811,6.85667610168457,36.3797721862793
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",274579.981647049,90264.1082861432,"8",10053.193359375,-3.83772015571594,0.0418747216463089,0.570392072200775,0.06890869140625,-0.0181137006729841,-13,438,1.0000079870224,30.1843547821045,6.17463111877441,35.5360641479492,23.886360168457,6.85693502426147,36.3796463012695
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",274865.842392583,89623.168020482,"8",10605.361328125,-10.8220014572144,0.228042304515839,3.0980179309845,0.796463012695312,0.626581788063049,402,-7,1.00025200843811,30.1512928009033,6.17650032043457,35.5234985351562,23.9393253326416,6.85168313980103,36.3329277038574
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",274840.834989257,89586.4736830705,"8",10594.859375,-10.9911184310913,0.31989911198616,4.44351291656494,-0.265235900878906,0.139019802212715,402,-7,1.00010597705841,30.1504440307617,6.17658996582031,35.5235443115234,23.9370994567871,6.85214900970459,36.3336982727051
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",274808.908538314,89890.9369882241,"6",10438.5234375,-6.35084295272827,0.165644496679306,2.290452003479,0.782743513584137,0.366521209478378,-13,271,1.00010204315186,30.161958694458,6.17645978927612,35.5271377563477,23.9318065643311,6.85026931762695,36.3468208312988
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",274828.164241991,89873.3184966248,"6",10466.8076171875,-7.49320840835571,0.117467097938061,1.57486999034882,-0.653768479824066,-0.15370100736618,-13,215,1.00008499622345,30.1607475280762,6.17648267745972,35.5265731811523,23.9345417022705,6.85001564025879,36.3444061279297
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",273989.665965505,89790.0775000966,"8",9659.9453125,-9.04409599304199,0.226473495364189,3.16618704795837,0.305309295654297,0.0242264494299889,-430,104,1.00002598762512,30.1751613616943,6.17731618881226,35.5460815429688,23.8461608886719,6.85917282104492,36.4015922546387
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",273962.531441044,89773.3132269869,"8",9643.2294921875,-5.68647861480713,0.464873313903809,6.45935583114624,-1.01706099510193,-0.0848473682999611,402,271,1.00027096271515,30.1748905181885,6.17737817764282,35.5464134216309,23.8438911437988,6.85947799682617,36.4025917053223
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",274864.365557338,90440.7005484524,"5",10265.7060546875,-8.05930614471436,0.0251863598823547,0.340063512325287,0.0396652184426785,0.00734175415709615,-13,215,1.00000202655792,30.1891441345215,6.17235851287842,35.5298690795898,23.8951644897461,6.86026048660278,36.3700523376465
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",270719.423546574,87878.3934663387,"4",7183.1640625,-5.62793254852295,0.19028340280056,2.65257406234741,0.127502396702766,0.0571317188441753,-13,104,1.00001502037048,30.1664276123047,6.18182754516602,35.5842437744141,23.5726566314697,6.88916635513306,36.4423789978027
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",270714.208515873,87911.5993355316,"4",7163.66650390625,-6.85325956344604,0.10558620095253,1.43894898891449,-0.491527587175369,-0.0882960334420204,-13,48,1.00005805492401,30.1686763763428,6.1814751625061,35.584228515625,23.5713996887207,6.88931512832642,36.4428062438965
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",270793.640887898,87569.7127656005,"1",7384.4990234375,-6.82533407211304,0.185149401426315,2.55000305175781,-0.464565306901932,0.0950364470481873,402,48,1.00010895729065,30.1459007263184,6.18491220474243,35.5850524902344,23.5853443145752,6.88771772384644,36.4376335144043
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",270801.599300958,87590.8017116835,"1",7381.21484375,-5.95072269439697,0.360656589269638,4.99999380111694,-0.408243209123611,0.31412810087204,402,104,1.00032794475555,30.146951675415,6.18475294113159,35.5848159790039,23.5853099822998,6.88778018951416,36.4380760192871
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",270893.73959028,87714.243396698,"8",7424.43798828125,-9.11229610443115,0.381821513175964,5.19108819961548,-1.53062105178833,0.0452588386833668,-13,-7,1.00076699256897,30.1516017913818,6.18399524688721,35.5827331542969,23.5899887084961,6.88788270950317,36.4410591125488
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",270389.308341175,86188.4498030594,"5",7682.86962890625,-8.3036527633667,0.0385993309319019,0.539319217205048,0.0325660705566406,0.0435249507427216,-13,-7,1.00000202655792,30.0715293884277,6.19597911834717,35.6416778564453,23.5797424316406,6.87797212600708,36.3980827331543
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",270379.491527747,86136.3342192191,"1",7695.6513671875,-8.04400444030762,0.00336579000577331,0.0274015497416258,0.0531539916992188,0.0202544406056404,-13,-7,1.00000095367432,30.0682888031006,6.19643497467041,35.6457061767578,23.5795822143555,6.8774995803833,36.3963317871094
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",270087.068150269,85925.4590068231,"5",7492.63623046875,-8.0925817489624,0.172330006957054,2.36046600341797,0.954372406005859,0.447442412376404,-13,-7,1.00013899803162,30.0622615814209,6.19792795181274,35.6746368408203,23.5656127929688,6.87320995330811,36.3897438049316
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",270075.836642199,85951.987485157,"1",7467.28076171875,-7.45937442779541,0.0373665913939476,0.464570313692093,0.313327789306641,0.0160222500562668,-13,-7,1.00002694129944,30.0642757415771,6.19767951965332,35.673641204834,23.5648212432861,6.87319326400757,36.390266418457
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",269964.252401435,86075.4830286789,"8",7305.50439453125,-4.14090442657471,0.02887924015522,0.37456288933754,-0.115804702043533,-0.0191878993064165,-13,159,1.00000500679016,30.0758457183838,6.19626665115356,35.6658210754395,23.5569133758545,6.87422323226929,36.3946647644043
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",269968.241260335,86084.3656155601,"8",7306.3623046875,-4.14325952529907,0.0248067304491997,0.334477692842484,0.0180988293141127,-0.00765642384067178,-13,159,1.00000298023224,30.0763607025146,6.19618320465088,35.6648101806641,23.5570545196533,6.8743724822998,36.3949813842773
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",265429.052308359,78176.8635730388,"10",9498.16015625,-2.66907382011414,0.259882509708405,3.62953400611877,-0.807725012302399,-0.251629710197449,-13,326,1.00014495849609,30.0188064575195,6.18627166748047,35.5272178649902,23.7259922027588,6.92191362380981,36.2651138305664
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",265446.107454612,78197.9923379137,"10",9485.23046875,-3.29522299766541,0.0991613268852234,1.3206080198288,-0.611822128295898,-0.237460896372795,-13,326,1.00006401538849,30.0183181762695,6.18637323379517,35.5267181396484,23.7244281768799,6.9221019744873,36.2656784057617
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",265999.964053341,78028.9569060393,"8",9946.9208984375,-11.9610042572021,0.256197214126587,3.49129509925842,-1.3303450345993,-0.561859011650085,-13,-118,1.00027799606323,29.9931297302246,6.18615627288818,35.5213279724121,23.7237949371338,6.92946767807007,36.2097549438477
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",266003.200316734,77985.7706181884,"8",9990.205078125,-13.8416900634766,0.222759202122688,3.04503893852234,0.247959107160568,-0.0165297891944647,-13,-229,1.00020694732666,29.9927711486816,6.18590545654297,35.5216102600098,23.7264289855957,6.92967224121094,36.205207824707
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",263192.005428661,75265.177960605,"6",9170.46875,-3.07589435577393,0.0844928100705147,1.15579903125763,0.263718605041504,0.123504303395748,-13,326,1.00001704692841,30.1029262542725,6.16928577423096,35.5932502746582,23.905590057373,6.89667510986328,36.1344451904297
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",263206.147073252,75263.0278392622,"6",9182.5400390625,-3.3938262462616,0.119543701410294,1.69338798522949,-0.35999870300293,-0.247503593564034,-13,271,1.00002801418304,30.1024646759033,6.16928815841675,35.5928688049316,23.9055709838867,6.89699602127075,36.1336479187012
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",263192.005428661,75265.177960605,"6",9170.46875,-3.07589435577393,0.0844928100705147,1.15579903125763,0.263718605041504,0.123504303395748,-13,326,1.00001704692841,30.1029262542725,6.16928577423096,35.5932502746582,23.905590057373,6.89667510986328,36.1344451904297
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",263206.147073252,75263.0278392622,"6",9182.5400390625,-3.3938262462616,0.119543701410294,1.69338798522949,-0.35999870300293,-0.247503593564034,-13,271,1.00002801418304,30.1024646759033,6.16928815841675,35.5928688049316,23.9055709838867,6.89699602127075,36.1336479187012
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",263336.735156032,75618.1062854251,"6",9165.494140625,-5.68657398223877,0.103257901966572,1.43803298473358,0.188905701041222,0.0768764466047287,-13,159,1.00001204013824,30.0917358398438,6.17361497879028,35.6034927368164,23.8960189819336,6.89453744888306,36.1721839904785
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",263308.601261279,75590.2827040066,"6",9150.849609375,-4.44698572158813,0.213270395994186,2.98335003852844,-0.176542297005653,-0.267728507518768,-13,215,1.00003099441528,30.0933303833008,6.17322301864624,35.6031532287598,23.8969898223877,6.89425611495972,36.1697120666504
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",262874.650856319,75352.3339480306,"10",8815.2607421875,-3.41691899299622,0.0731353312730789,1.01221895217896,-0.17408749461174,0.0151356300339103,-13,271,1.00001204013824,30.119312286377,6.16816520690918,35.6023864746094,23.9075088500977,6.8874306678772,36.1494598388672
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",262862.701221502,75316.8316204931,"10",8819.7578125,-2.76739621162415,0.0982718095183372,1.34693002700806,0.0967111587524414,-0.0223016906529665,-13,326,1.00003302097321,30.1201496124268,6.16777467727661,35.6011085510254,23.908239364624,6.88789558410645,36.1458740234375
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",263375.790726334,75249.4123092456,"6",9356.681640625,-6.74680614471436,0.209455505013466,2.95952391624451,0.102190002799034,-0.00845549162477255,-13,104,1.00001001358032,30.0938816070557,6.17005968093872,35.5892601013184,23.9036693572998,6.90115451812744,36.128360748291
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",263429.22149468,75264.0605030592,"6",9405.46875,-7.72183704376221,0.0959507375955582,1.29252994060516,-0.453704804182053,-0.0406713597476482,-13,48,1.00005805492401,30.0909156799316,6.17048931121826,35.588752746582,23.9026317596436,6.90221405029297,36.1286773681641
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",263574.840913863,75207.1344763178,"8",9575.3212890625,-14.6412372589111,0.204542800784111,2.84569501876831,0.340320587158203,0.220593601465225,-13,-229,1.00005102157593,30.0848751068115,6.17036056518555,35.5834503173828,23.9019584655762,6.90634155273438,36.1164245605469
